transaction_id,expected_status,affected_system
TX004111,AMOUNT_MISMATCH,ACCOUNTING
TX004139,AMOUNT_MISMATCH,ACCOUNTING
TX004167,AMOUNT_MISMATCH,ACCOUNTING
TX004355,AMOUNT_MISMATCH,ACCOUNTING
TX004365,AMOUNT_MISMATCH,ACCOUNTING
TX004390,AMOUNT_MISMATCH,ACCOUNTING
TX004535,AMOUNT_MISMATCH,ACCOUNTING
TX004664,AMOUNT_MISMATCH,ACCOUNTING
TX004746,AMOUNT_MISMATCH,ACCOUNTING
TX004957,AMOUNT_MISMATCH,ACCOUNTING
TX004978,AMOUNT_MISMATCH,ACCOUNTING
TX005140,AMOUNT_MISMATCH,ACCOUNTING
TX005283,AMOUNT_MISMATCH,ACCOUNTING
TX005295,AMOUNT_MISMATCH,ACCOUNTING
TX005347,AMOUNT_MISMATCH,ACCOUNTING
TX005365,AMOUNT_MISMATCH,ACCOUNTING
TX005519,AMOUNT_MISMATCH,ACCOUNTING
TX005525,AMOUNT_MISMATCH,ACCOUNTING
TX005717,AMOUNT_MISMATCH,ACCOUNTING
TX005861,AMOUNT_MISMATCH,ACCOUNTING
TX006093,AMOUNT_MISMATCH,ACCOUNTING
TX006185,AMOUNT_MISMATCH,ACCOUNTING
TX006222,AMOUNT_MISMATCH,ACCOUNTING
TX006268,AMOUNT_MISMATCH,ACCOUNTING
TX006308,AMOUNT_MISMATCH,ACCOUNTING
TX006309,AMOUNT_MISMATCH,ACCOUNTING
TX006362,AMOUNT_MISMATCH,ACCOUNTING
TX006418,AMOUNT_MISMATCH,ACCOUNTING
TX006695,AMOUNT_MISMATCH,ACCOUNTING
TX006809,AMOUNT_MISMATCH,ACCOUNTING
TX006814,AMOUNT_MISMATCH,ACCOUNTING
TX007020,AMOUNT_MISMATCH,ACCOUNTING
TX007048,AMOUNT_MISMATCH,ACCOUNTING
TX007075,AMOUNT_MISMATCH,ACCOUNTING
TX007078,AMOUNT_MISMATCH,ACCOUNTING
TX007100,AMOUNT_MISMATCH,ACCOUNTING
TX007175,AMOUNT_MISMATCH,ACCOUNTING
TX007187,AMOUNT_MISMATCH,ACCOUNTING
TX007213,AMOUNT_MISMATCH,ACCOUNTING
TX007313,AMOUNT_MISMATCH,ACCOUNTING
TX007382,AMOUNT_MISMATCH,ACCOUNTING
TX007413,AMOUNT_MISMATCH,ACCOUNTING
TX007501,AMOUNT_MISMATCH,ACCOUNTING
TX007547,AMOUNT_MISMATCH,ACCOUNTING
TX007635,AMOUNT_MISMATCH,ACCOUNTING
TX007659,AMOUNT_MISMATCH,ACCOUNTING
TX007934,AMOUNT_MISMATCH,ACCOUNTING
TX007963,AMOUNT_MISMATCH,ACCOUNTING
TX008090,AMOUNT_MISMATCH,ACCOUNTING
TX008122,AMOUNT_MISMATCH,ACCOUNTING
TX008128,AMOUNT_MISMATCH,ACCOUNTING
TX008146,AMOUNT_MISMATCH,ACCOUNTING
TX008157,AMOUNT_MISMATCH,ACCOUNTING
TX008187,AMOUNT_MISMATCH,ACCOUNTING
TX008193,AMOUNT_MISMATCH,ACCOUNTING
TX008376,AMOUNT_MISMATCH,ACCOUNTING
TX008576,AMOUNT_MISMATCH,ACCOUNTING
TX008652,AMOUNT_MISMATCH,ACCOUNTING
TX008674,AMOUNT_MISMATCH,ACCOUNTING
TX008719,AMOUNT_MISMATCH,ACCOUNTING
TX008800,AMOUNT_MISMATCH,ACCOUNTING
TX008835,AMOUNT_MISMATCH,ACCOUNTING
TX008867,AMOUNT_MISMATCH,ACCOUNTING
TX008889,AMOUNT_MISMATCH,ACCOUNTING
TX008921,AMOUNT_MISMATCH,ACCOUNTING
TX008927,AMOUNT_MISMATCH,ACCOUNTING
TX008946,AMOUNT_MISMATCH,ACCOUNTING
TX009045,AMOUNT_MISMATCH,ACCOUNTING
TX009092,AMOUNT_MISMATCH,ACCOUNTING
TX009098,AMOUNT_MISMATCH,ACCOUNTING
TX009213,AMOUNT_MISMATCH,ACCOUNTING
TX009285,AMOUNT_MISMATCH,ACCOUNTING
TX009344,AMOUNT_MISMATCH,ACCOUNTING
TX009398,AMOUNT_MISMATCH,ACCOUNTING
TX009474,AMOUNT_MISMATCH,ACCOUNTING
TX009575,AMOUNT_MISMATCH,ACCOUNTING
TX009689,AMOUNT_MISMATCH,ACCOUNTING
TX009949,AMOUNT_MISMATCH,ACCOUNTING
TX009976,AMOUNT_MISMATCH,ACCOUNTING
TX010033,AMOUNT_MISMATCH,ACCOUNTING
TX010108,AMOUNT_MISMATCH,ACCOUNTING
TX010276,AMOUNT_MISMATCH,ACCOUNTING
TX010291,AMOUNT_MISMATCH,ACCOUNTING
TX010342,AMOUNT_MISMATCH,ACCOUNTING
TX010418,AMOUNT_MISMATCH,ACCOUNTING
TX010428,AMOUNT_MISMATCH,ACCOUNTING
TX010456,AMOUNT_MISMATCH,ACCOUNTING
TX010512,AMOUNT_MISMATCH,ACCOUNTING
TX010545,AMOUNT_MISMATCH,ACCOUNTING
TX010560,AMOUNT_MISMATCH,ACCOUNTING
TX010592,AMOUNT_MISMATCH,ACCOUNTING
TX010630,AMOUNT_MISMATCH,ACCOUNTING
TX010769,AMOUNT_MISMATCH,ACCOUNTING
TX010827,AMOUNT_MISMATCH,ACCOUNTING
TX010866,AMOUNT_MISMATCH,ACCOUNTING
TX010878,AMOUNT_MISMATCH,ACCOUNTING
TX010891,AMOUNT_MISMATCH,ACCOUNTING
TX010913,AMOUNT_MISMATCH,ACCOUNTING
TX010972,AMOUNT_MISMATCH,ACCOUNTING
TX011004,AMOUNT_MISMATCH,ACCOUNTING
TX011269,AMOUNT_MISMATCH,ACCOUNTING
TX011315,AMOUNT_MISMATCH,ACCOUNTING
TX011319,AMOUNT_MISMATCH,ACCOUNTING
TX011339,AMOUNT_MISMATCH,ACCOUNTING
TX011383,AMOUNT_MISMATCH,ACCOUNTING
TX011409,AMOUNT_MISMATCH,ACCOUNTING
TX011426,AMOUNT_MISMATCH,ACCOUNTING
TX011442,AMOUNT_MISMATCH,ACCOUNTING
TX011597,AMOUNT_MISMATCH,ACCOUNTING
TX011630,AMOUNT_MISMATCH,ACCOUNTING
TX011750,AMOUNT_MISMATCH,ACCOUNTING
TX011895,AMOUNT_MISMATCH,ACCOUNTING
TX011899,AMOUNT_MISMATCH,ACCOUNTING
TX012072,AMOUNT_MISMATCH,ACCOUNTING
TX012080,AMOUNT_MISMATCH,ACCOUNTING
TX012083,AMOUNT_MISMATCH,ACCOUNTING
TX012147,AMOUNT_MISMATCH,ACCOUNTING
TX012298,AMOUNT_MISMATCH,ACCOUNTING
TX012307,AMOUNT_MISMATCH,ACCOUNTING
TX012374,AMOUNT_MISMATCH,ACCOUNTING
TX012403,AMOUNT_MISMATCH,ACCOUNTING
TX012578,AMOUNT_MISMATCH,ACCOUNTING
TX012658,AMOUNT_MISMATCH,ACCOUNTING
TX012680,AMOUNT_MISMATCH,ACCOUNTING
TX012683,AMOUNT_MISMATCH,ACCOUNTING
TX012725,AMOUNT_MISMATCH,ACCOUNTING
TX012956,AMOUNT_MISMATCH,ACCOUNTING
TX012964,AMOUNT_MISMATCH,ACCOUNTING
TX012991,AMOUNT_MISMATCH,ACCOUNTING
TX013036,AMOUNT_MISMATCH,ACCOUNTING
TX013048,AMOUNT_MISMATCH,ACCOUNTING
TX013113,AMOUNT_MISMATCH,ACCOUNTING
TX013137,AMOUNT_MISMATCH,ACCOUNTING
TX013139,AMOUNT_MISMATCH,ACCOUNTING
TX013150,AMOUNT_MISMATCH,ACCOUNTING
TX013157,AMOUNT_MISMATCH,ACCOUNTING
TX013227,AMOUNT_MISMATCH,ACCOUNTING
TX013303,AMOUNT_MISMATCH,ACCOUNTING
TX013325,AMOUNT_MISMATCH,ACCOUNTING
TX013387,AMOUNT_MISMATCH,ACCOUNTING
TX013455,AMOUNT_MISMATCH,ACCOUNTING
TX013482,AMOUNT_MISMATCH,ACCOUNTING
TX013495,AMOUNT_MISMATCH,ACCOUNTING
TX013640,AMOUNT_MISMATCH,ACCOUNTING
TX013671,AMOUNT_MISMATCH,ACCOUNTING
TX013719,AMOUNT_MISMATCH,ACCOUNTING
TX013787,AMOUNT_MISMATCH,ACCOUNTING
TX013813,AMOUNT_MISMATCH,ACCOUNTING
TX013838,AMOUNT_MISMATCH,ACCOUNTING
TX013845,AMOUNT_MISMATCH,ACCOUNTING
TX013898,AMOUNT_MISMATCH,ACCOUNTING
TX013903,AMOUNT_MISMATCH,ACCOUNTING
TX013952,AMOUNT_MISMATCH,ACCOUNTING
TX013997,AMOUNT_MISMATCH,ACCOUNTING
TX014075,AMOUNT_MISMATCH,ACCOUNTING
TX014115,AMOUNT_MISMATCH,ACCOUNTING
TX014499,AMOUNT_MISMATCH,ACCOUNTING
TX014520,AMOUNT_MISMATCH,ACCOUNTING
TX014576,AMOUNT_MISMATCH,ACCOUNTING
TX014578,AMOUNT_MISMATCH,ACCOUNTING
TX014613,AMOUNT_MISMATCH,ACCOUNTING
TX014628,AMOUNT_MISMATCH,ACCOUNTING
TX014786,AMOUNT_MISMATCH,ACCOUNTING
TX014816,AMOUNT_MISMATCH,ACCOUNTING
TX014977,AMOUNT_MISMATCH,ACCOUNTING
TX015057,AMOUNT_MISMATCH,ACCOUNTING
TX015346,AMOUNT_MISMATCH,ACCOUNTING
TX015395,AMOUNT_MISMATCH,ACCOUNTING
TX015447,AMOUNT_MISMATCH,ACCOUNTING
TX015564,AMOUNT_MISMATCH,ACCOUNTING
TX015581,AMOUNT_MISMATCH,ACCOUNTING
TX015640,AMOUNT_MISMATCH,ACCOUNTING
TX015767,AMOUNT_MISMATCH,ACCOUNTING
TX015777,AMOUNT_MISMATCH,ACCOUNTING
TX015795,AMOUNT_MISMATCH,ACCOUNTING
TX016039,AMOUNT_MISMATCH,ACCOUNTING
TX016138,AMOUNT_MISMATCH,ACCOUNTING
TX016166,AMOUNT_MISMATCH,ACCOUNTING
TX016274,AMOUNT_MISMATCH,ACCOUNTING
TX016451,AMOUNT_MISMATCH,ACCOUNTING
TX016549,AMOUNT_MISMATCH,ACCOUNTING
TX016644,AMOUNT_MISMATCH,ACCOUNTING
TX016657,AMOUNT_MISMATCH,ACCOUNTING
TX016700,AMOUNT_MISMATCH,ACCOUNTING
TX016701,AMOUNT_MISMATCH,ACCOUNTING
TX016813,AMOUNT_MISMATCH,ACCOUNTING
TX016817,AMOUNT_MISMATCH,ACCOUNTING
TX016862,AMOUNT_MISMATCH,ACCOUNTING
TX016891,AMOUNT_MISMATCH,ACCOUNTING
TX016993,AMOUNT_MISMATCH,ACCOUNTING
TX017151,AMOUNT_MISMATCH,ACCOUNTING
TX017321,AMOUNT_MISMATCH,ACCOUNTING
TX017537,AMOUNT_MISMATCH,ACCOUNTING
TX017561,AMOUNT_MISMATCH,ACCOUNTING
TX017633,AMOUNT_MISMATCH,ACCOUNTING
TX017793,AMOUNT_MISMATCH,ACCOUNTING
TX017842,AMOUNT_MISMATCH,ACCOUNTING
TX017858,AMOUNT_MISMATCH,ACCOUNTING
TX017907,AMOUNT_MISMATCH,ACCOUNTING
TX018098,AMOUNT_MISMATCH,ACCOUNTING
TX018147,AMOUNT_MISMATCH,ACCOUNTING
TX018172,AMOUNT_MISMATCH,ACCOUNTING
TX018264,AMOUNT_MISMATCH,ACCOUNTING
TX018359,AMOUNT_MISMATCH,ACCOUNTING
TX018417,AMOUNT_MISMATCH,ACCOUNTING
TX018430,AMOUNT_MISMATCH,ACCOUNTING
TX018473,AMOUNT_MISMATCH,ACCOUNTING
TX018560,AMOUNT_MISMATCH,ACCOUNTING
TX018680,AMOUNT_MISMATCH,ACCOUNTING
TX018763,AMOUNT_MISMATCH,ACCOUNTING
TX018767,AMOUNT_MISMATCH,ACCOUNTING
TX018787,AMOUNT_MISMATCH,ACCOUNTING
TX018828,AMOUNT_MISMATCH,ACCOUNTING
TX019051,AMOUNT_MISMATCH,ACCOUNTING
TX019071,AMOUNT_MISMATCH,ACCOUNTING
TX019078,AMOUNT_MISMATCH,ACCOUNTING
TX019208,AMOUNT_MISMATCH,ACCOUNTING
TX019222,AMOUNT_MISMATCH,ACCOUNTING
TX019460,AMOUNT_MISMATCH,ACCOUNTING
TX019553,AMOUNT_MISMATCH,ACCOUNTING
TX019562,AMOUNT_MISMATCH,ACCOUNTING
TX019582,AMOUNT_MISMATCH,ACCOUNTING
TX019900,AMOUNT_MISMATCH,ACCOUNTING
TX020104,AMOUNT_MISMATCH,ACCOUNTING
TX020200,AMOUNT_MISMATCH,ACCOUNTING
TX020204,AMOUNT_MISMATCH,ACCOUNTING
TX020206,AMOUNT_MISMATCH,ACCOUNTING
TX020274,AMOUNT_MISMATCH,ACCOUNTING
TX020276,AMOUNT_MISMATCH,ACCOUNTING
TX020319,AMOUNT_MISMATCH,ACCOUNTING
TX020362,AMOUNT_MISMATCH,ACCOUNTING
TX020387,AMOUNT_MISMATCH,ACCOUNTING
TX020442,AMOUNT_MISMATCH,ACCOUNTING
TX020519,AMOUNT_MISMATCH,ACCOUNTING
TX020520,AMOUNT_MISMATCH,ACCOUNTING
TX020649,AMOUNT_MISMATCH,ACCOUNTING
TX020789,AMOUNT_MISMATCH,ACCOUNTING
TX020888,AMOUNT_MISMATCH,ACCOUNTING
TX020966,AMOUNT_MISMATCH,ACCOUNTING
TX021003,AMOUNT_MISMATCH,ACCOUNTING
TX021064,AMOUNT_MISMATCH,ACCOUNTING
TX021114,AMOUNT_MISMATCH,ACCOUNTING
TX021157,AMOUNT_MISMATCH,ACCOUNTING
TX021212,AMOUNT_MISMATCH,ACCOUNTING
TX021228,AMOUNT_MISMATCH,ACCOUNTING
TX021235,AMOUNT_MISMATCH,ACCOUNTING
TX021259,AMOUNT_MISMATCH,ACCOUNTING
TX021405,AMOUNT_MISMATCH,ACCOUNTING
TX021454,AMOUNT_MISMATCH,ACCOUNTING
TX021523,AMOUNT_MISMATCH,ACCOUNTING
TX021547,AMOUNT_MISMATCH,ACCOUNTING
TX021622,AMOUNT_MISMATCH,ACCOUNTING
TX021638,AMOUNT_MISMATCH,ACCOUNTING
TX021734,AMOUNT_MISMATCH,ACCOUNTING
TX021736,AMOUNT_MISMATCH,ACCOUNTING
TX021797,AMOUNT_MISMATCH,ACCOUNTING
TX021855,AMOUNT_MISMATCH,ACCOUNTING
TX021926,AMOUNT_MISMATCH,ACCOUNTING
TX021944,AMOUNT_MISMATCH,ACCOUNTING
TX021977,AMOUNT_MISMATCH,ACCOUNTING
TX022080,AMOUNT_MISMATCH,ACCOUNTING
TX022113,AMOUNT_MISMATCH,ACCOUNTING
TX022147,AMOUNT_MISMATCH,ACCOUNTING
TX022166,AMOUNT_MISMATCH,ACCOUNTING
TX022251,AMOUNT_MISMATCH,ACCOUNTING
TX022260,AMOUNT_MISMATCH,ACCOUNTING
TX022266,AMOUNT_MISMATCH,ACCOUNTING
TX022322,AMOUNT_MISMATCH,ACCOUNTING
TX022365,AMOUNT_MISMATCH,ACCOUNTING
TX022592,AMOUNT_MISMATCH,ACCOUNTING
TX022724,AMOUNT_MISMATCH,ACCOUNTING
TX022728,AMOUNT_MISMATCH,ACCOUNTING
TX022750,AMOUNT_MISMATCH,ACCOUNTING
TX022774,AMOUNT_MISMATCH,ACCOUNTING
TX022792,AMOUNT_MISMATCH,ACCOUNTING
TX022851,AMOUNT_MISMATCH,ACCOUNTING
TX022897,AMOUNT_MISMATCH,ACCOUNTING
TX022914,AMOUNT_MISMATCH,ACCOUNTING
TX022960,AMOUNT_MISMATCH,ACCOUNTING
TX022962,AMOUNT_MISMATCH,ACCOUNTING
TX023109,AMOUNT_MISMATCH,ACCOUNTING
TX023128,AMOUNT_MISMATCH,ACCOUNTING
TX023129,AMOUNT_MISMATCH,ACCOUNTING
TX023135,AMOUNT_MISMATCH,ACCOUNTING
TX023202,AMOUNT_MISMATCH,ACCOUNTING
TX023215,AMOUNT_MISMATCH,ACCOUNTING
TX023253,AMOUNT_MISMATCH,ACCOUNTING
TX023273,AMOUNT_MISMATCH,ACCOUNTING
TX023291,AMOUNT_MISMATCH,ACCOUNTING
TX023652,AMOUNT_MISMATCH,ACCOUNTING
TX023801,AMOUNT_MISMATCH,ACCOUNTING
TX023994,AMOUNT_MISMATCH,ACCOUNTING
TX024012,AMOUNT_MISMATCH,ACCOUNTING
TX024152,AMOUNT_MISMATCH,ACCOUNTING
TX024213,AMOUNT_MISMATCH,ACCOUNTING
TX024239,AMOUNT_MISMATCH,ACCOUNTING
TX024357,AMOUNT_MISMATCH,ACCOUNTING
TX024537,AMOUNT_MISMATCH,ACCOUNTING
TX024556,AMOUNT_MISMATCH,ACCOUNTING
TX024564,AMOUNT_MISMATCH,ACCOUNTING
TX024663,AMOUNT_MISMATCH,ACCOUNTING
TX024686,AMOUNT_MISMATCH,ACCOUNTING
TX024862,AMOUNT_MISMATCH,ACCOUNTING
TX024975,AMOUNT_MISMATCH,ACCOUNTING
TX024976,AMOUNT_MISMATCH,ACCOUNTING
TX025056,AMOUNT_MISMATCH,ACCOUNTING
TX025194,AMOUNT_MISMATCH,ACCOUNTING
TX025301,AMOUNT_MISMATCH,ACCOUNTING
TX025392,AMOUNT_MISMATCH,ACCOUNTING
TX025438,AMOUNT_MISMATCH,ACCOUNTING
TX025470,AMOUNT_MISMATCH,ACCOUNTING
TX025482,AMOUNT_MISMATCH,ACCOUNTING
TX025488,AMOUNT_MISMATCH,ACCOUNTING
TX025567,AMOUNT_MISMATCH,ACCOUNTING
TX025638,AMOUNT_MISMATCH,ACCOUNTING
TX025668,AMOUNT_MISMATCH,ACCOUNTING
TX025709,AMOUNT_MISMATCH,ACCOUNTING
TX025834,AMOUNT_MISMATCH,ACCOUNTING
TX025865,AMOUNT_MISMATCH,ACCOUNTING
TX025928,AMOUNT_MISMATCH,ACCOUNTING
TX025964,AMOUNT_MISMATCH,ACCOUNTING
TX026026,AMOUNT_MISMATCH,ACCOUNTING
TX026041,AMOUNT_MISMATCH,ACCOUNTING
TX026043,AMOUNT_MISMATCH,ACCOUNTING
TX026109,AMOUNT_MISMATCH,ACCOUNTING
TX026172,AMOUNT_MISMATCH,ACCOUNTING
TX026188,AMOUNT_MISMATCH,ACCOUNTING
TX026253,AMOUNT_MISMATCH,ACCOUNTING
TX026335,AMOUNT_MISMATCH,ACCOUNTING
TX026359,AMOUNT_MISMATCH,ACCOUNTING
TX026386,AMOUNT_MISMATCH,ACCOUNTING
TX026427,AMOUNT_MISMATCH,ACCOUNTING
TX026802,AMOUNT_MISMATCH,ACCOUNTING
TX026813,AMOUNT_MISMATCH,ACCOUNTING
TX026857,AMOUNT_MISMATCH,ACCOUNTING
TX026895,AMOUNT_MISMATCH,ACCOUNTING
TX026914,AMOUNT_MISMATCH,ACCOUNTING
TX026921,AMOUNT_MISMATCH,ACCOUNTING
TX026927,AMOUNT_MISMATCH,ACCOUNTING
TX026984,AMOUNT_MISMATCH,ACCOUNTING
TX027040,AMOUNT_MISMATCH,ACCOUNTING
TX027083,AMOUNT_MISMATCH,ACCOUNTING
TX027358,AMOUNT_MISMATCH,ACCOUNTING
TX027454,AMOUNT_MISMATCH,ACCOUNTING
TX027482,AMOUNT_MISMATCH,ACCOUNTING
TX027630,AMOUNT_MISMATCH,ACCOUNTING
TX027684,AMOUNT_MISMATCH,ACCOUNTING
TX027831,AMOUNT_MISMATCH,ACCOUNTING
TX027899,AMOUNT_MISMATCH,ACCOUNTING
TX027958,AMOUNT_MISMATCH,ACCOUNTING
TX027980,AMOUNT_MISMATCH,ACCOUNTING
TX028292,AMOUNT_MISMATCH,ACCOUNTING
TX028402,AMOUNT_MISMATCH,ACCOUNTING
TX028446,AMOUNT_MISMATCH,ACCOUNTING
TX028454,AMOUNT_MISMATCH,ACCOUNTING
TX028474,AMOUNT_MISMATCH,ACCOUNTING
TX028610,AMOUNT_MISMATCH,ACCOUNTING
TX028621,AMOUNT_MISMATCH,ACCOUNTING
TX028757,AMOUNT_MISMATCH,ACCOUNTING
TX028803,AMOUNT_MISMATCH,ACCOUNTING
TX028830,AMOUNT_MISMATCH,ACCOUNTING
TX028924,AMOUNT_MISMATCH,ACCOUNTING
TX028926,AMOUNT_MISMATCH,ACCOUNTING
TX028981,AMOUNT_MISMATCH,ACCOUNTING
TX029090,AMOUNT_MISMATCH,ACCOUNTING
TX029235,AMOUNT_MISMATCH,ACCOUNTING
TX029430,AMOUNT_MISMATCH,ACCOUNTING
TX029527,AMOUNT_MISMATCH,ACCOUNTING
TX029643,AMOUNT_MISMATCH,ACCOUNTING
TX029869,AMOUNT_MISMATCH,ACCOUNTING
TX029877,AMOUNT_MISMATCH,ACCOUNTING
TX030055,AMOUNT_MISMATCH,ACCOUNTING
TX030175,AMOUNT_MISMATCH,ACCOUNTING
TX030308,AMOUNT_MISMATCH,ACCOUNTING
TX030347,AMOUNT_MISMATCH,ACCOUNTING
TX030465,AMOUNT_MISMATCH,ACCOUNTING
TX030497,AMOUNT_MISMATCH,ACCOUNTING
TX030514,AMOUNT_MISMATCH,ACCOUNTING
TX030534,AMOUNT_MISMATCH,ACCOUNTING
TX030658,AMOUNT_MISMATCH,ACCOUNTING
TX030681,AMOUNT_MISMATCH,ACCOUNTING
TX030827,AMOUNT_MISMATCH,ACCOUNTING
TX030877,AMOUNT_MISMATCH,ACCOUNTING
TX030994,AMOUNT_MISMATCH,ACCOUNTING
TX031003,AMOUNT_MISMATCH,ACCOUNTING
TX031077,AMOUNT_MISMATCH,ACCOUNTING
TX031125,AMOUNT_MISMATCH,ACCOUNTING
TX031140,AMOUNT_MISMATCH,ACCOUNTING
TX031237,AMOUNT_MISMATCH,ACCOUNTING
TX031388,AMOUNT_MISMATCH,ACCOUNTING
TX031413,AMOUNT_MISMATCH,ACCOUNTING
TX031713,AMOUNT_MISMATCH,ACCOUNTING
TX031810,AMOUNT_MISMATCH,ACCOUNTING
TX032082,AMOUNT_MISMATCH,ACCOUNTING
TX032347,AMOUNT_MISMATCH,ACCOUNTING
TX032402,AMOUNT_MISMATCH,ACCOUNTING
TX032428,AMOUNT_MISMATCH,ACCOUNTING
TX032695,AMOUNT_MISMATCH,ACCOUNTING
TX032706,AMOUNT_MISMATCH,ACCOUNTING
TX032986,AMOUNT_MISMATCH,ACCOUNTING
TX033049,AMOUNT_MISMATCH,ACCOUNTING
TX033191,AMOUNT_MISMATCH,ACCOUNTING
TX033195,AMOUNT_MISMATCH,ACCOUNTING
TX033305,AMOUNT_MISMATCH,ACCOUNTING
TX033322,AMOUNT_MISMATCH,ACCOUNTING
TX033484,AMOUNT_MISMATCH,ACCOUNTING
TX033550,AMOUNT_MISMATCH,ACCOUNTING
TX033584,AMOUNT_MISMATCH,ACCOUNTING
TX033642,AMOUNT_MISMATCH,ACCOUNTING
TX033663,AMOUNT_MISMATCH,ACCOUNTING
TX033719,AMOUNT_MISMATCH,ACCOUNTING
TX033727,AMOUNT_MISMATCH,ACCOUNTING
TX033883,AMOUNT_MISMATCH,ACCOUNTING
TX033966,AMOUNT_MISMATCH,ACCOUNTING
TX034000,AMOUNT_MISMATCH,ACCOUNTING
TX034010,AMOUNT_MISMATCH,ACCOUNTING
TX034074,AMOUNT_MISMATCH,ACCOUNTING
TX034102,AMOUNT_MISMATCH,ACCOUNTING
TX034128,AMOUNT_MISMATCH,ACCOUNTING
TX034172,AMOUNT_MISMATCH,ACCOUNTING
TX034173,AMOUNT_MISMATCH,ACCOUNTING
TX034329,AMOUNT_MISMATCH,ACCOUNTING
TX034340,AMOUNT_MISMATCH,ACCOUNTING
TX034426,AMOUNT_MISMATCH,ACCOUNTING
TX034497,AMOUNT_MISMATCH,ACCOUNTING
TX034499,AMOUNT_MISMATCH,ACCOUNTING
TX034507,AMOUNT_MISMATCH,ACCOUNTING
TX034676,AMOUNT_MISMATCH,ACCOUNTING
TX034707,AMOUNT_MISMATCH,ACCOUNTING
TX034712,AMOUNT_MISMATCH,ACCOUNTING
TX034925,AMOUNT_MISMATCH,ACCOUNTING
TX035021,AMOUNT_MISMATCH,ACCOUNTING
TX035047,AMOUNT_MISMATCH,ACCOUNTING
